Repositório Atual,Ferramenta,Status,Projeto Atual,Centro de custo,Possui Esteira,Ação,Arquitetura,Ambiente,Exposição,Gateway,Novo nome
 next-axy-domain-bcar-v3-cartoes-credito-simulacaocreditosrotativo,  Bitbucket, Nao Migrados,OPBAN15,NEXT, Sim,MIGRATE BITBUCKET,api - Axway API Gateway ,Cloud,Interno,Plataforma de canais,bcar-simul-cred-rotativ
